(4178	29	14292)	(7037	32	4178)	(7037	29	14292)
(7291	29	12988)	(7236	32	7291)	(7236	29	12988)
(7310	29	13019)	(4748	32	7310)	(4748	29	13019)
(4350	29	7713)	(7694	32	4350)	(7694	29	7713)
(7453	29	14212)	(14217	32	7453)	(14217	29	14212)
(10533	29	14216)	(7704	32	10533)	(7704	29	14216)
(342	29	17154)	(7098	32	342)	(7098	29	17154)
(346	29	6569)	(1005	32	346)	(1005	29	6569)
(385	29	17154)	(6524	32	385)	(6524	29	17154)
(7565	29	17278)	(7995	32	7565)	(7995	29	17278)
(3476	29	12587)	(3478	32	3476)	(3478	29	12587)
(2477	29	17154)	(8955	32	2477)	(8955	29	17154)
(560	29	14249)	(7922	32	560)	(7922	29	14249)
(4706	29	7702)	(4691	32	4706)	(4691	29	7702)
(5773	29	9763)	(13416	32	5773)	(13416	29	9763)
(6905	29	15973)	(11836	32	6905)	(11836	29	15973)
(3833	29	17154)	(10426	32	3833)	(10426	29	17154)
(10079	29	14085)	(10076	32	10079)	(10076	29	14085)
(9137	29	11829)	(5393	32	9137)	(5393	29	11829)
(3028	29	5212)	(9361	32	3028)	(9361	29	5212)
(3056	29	6195)	(7453	32	3056)	(7453	29	6195)
(11267	29	1848)	(11267	29	1848)	(11267	32	11267)
(11267	29	1848)	(8749	29	1848)	(11267	32	8749)
(11267	29	1848)	(11997	29	1848)	(11267	32	11997)
(11267	29	1848)	(12000	29	1848)	(11267	32	12000)
(11267	29	1848)	(12016	29	1848)	(11267	32	12016)
(11267	29	1848)	(12022	29	1848)	(11267	32	12022)
(5129	29	10320)	(5129	29	10320)	(5129	32	5129)
(3082	29	6080)	(3082	29	6080)	(3082	32	3082)
(8204	29	744)	(8204	29	744)	(8204	32	8204)
(4108	29	17154)	(4108	29	17154)	(4108	32	4108)
(4108	29	17154)	(339	29	17154)	(4108	32	339)
(4108	29	17154)	(342	29	17154)	(4108	32	342)
(4108	29	17154)	(7527	29	17154)	(4108	32	7527)
(4108	29	17154)	(374	29	17154)	(4108	32	374)
(4108	29	17154)	(385	29	17154)	(4108	32	385)
(4108	29	17154)	(7556	29	17154)	(4108	32	7556)
(4108	29	17154)	(2477	29	17154)	(4108	32	2477)
(4108	29	17154)	(3833	29	17154)	(4108	32	3833)
(4108	29	17154)	(3834	29	17154)	(4108	32	3834)
(4108	29	17154)	(3862	29	17154)	(4108	32	3862)
(4108	29	17154)	(3865	29	17154)	(4108	32	3865)
(4108	29	17154)	(3868	29	17154)	(4108	32	3868)
(4108	29	17154)	(3876	29	17154)	(4108	32	3876)
(4108	29	17154)	(3886	29	17154)	(4108	32	3886)
(4108	29	17154)	(3889	29	17154)	(4108	32	3889)
(4108	29	17154)	(3891	29	17154)	(4108	32	3891)
(4108	29	17154)	(2882	29	17154)	(4108	32	2882)
(4108	29	17154)	(2959	29	17154)	(4108	32	2959)
(4110	29	380)	(4110	29	380)	(4110	32	4110)
(4110	29	380)	(5434	29	380)	(4110	32	5434)
(4110	29	380)	(12684	29	380)	(4110	32	12684)
(4110	29	380)	(5767	29	380)	(4110	32	5767)
(4110	29	380)	(13044	29	380)	(4110	32	13044)
(4110	29	380)	(13050	29	380)	(4110	32	13050)
(3088	29	6207)	(3088	29	6207)	(3088	32	3088)
(9238	29	12965)	(9238	29	12965)	(9238	32	9238)
(9238	29	12965)	(9279	29	12965)	(9238	32	9279)
(9238	29	12965)	(9291	29	12965)	(9238	32	9291)
(9238	29	12965)	(9322	29	12965)	(9238	32	9322)
(9238	29	12965)	(9336	29	12965)	(9238	32	9336)
(9238	29	12965)	(6474	29	12965)	(9238	32	6474)
(9238	29	12965)	(3742	29	12965)	(9238	32	3742)
(9238	29	12965)	(6921	29	12965)	(9238	32	6921)
(9238	29	12965)	(2908	29	12965)	(9238	32	2908)
(9238	29	12965)	(4961	29	12965)	(9238	32	4961)
(8217	29	16663)	(8217	29	16663)	(8217	32	8217)
(8217	29	16663)	(7369	29	16663)	(8217	32	7369)
(7193	29	12844)	(7193	29	12844)	(7193	32	7193)
(7193	29	12844)	(8024	29	12844)	(7193	32	8024)
(3105	29	14292)	(3105	29	14292)	(3105	32	3105)
(3105	29	14292)	(3114	29	14292)	(3105	32	3114)
(3105	29	14292)	(3124	29	14292)	(3105	32	3124)
(3105	29	14292)	(3132	29	14292)	(3105	32	3132)
(3105	29	14292)	(4178	29	14292)	(3105	32	4178)
(3105	29	14292)	(1172	29	14292)	(3105	32	1172)
(3105	29	14292)	(7352	29	14292)	(3105	32	7352)
(3105	29	14292)	(6392	29	14292)	(3105	32	6392)
(3105	29	14292)	(7463	29	14292)	(3105	32	7463)
(3105	29	14292)	(8754	29	14292)	(3105	32	8754)
(3105	29	14292)	(3870	29	14292)	(3105	32	3870)
(5154	29	8441)	(5154	29	8441)	(5154	32	5154)
(5154	29	8441)	(5165	29	8441)	(5154	32	5165)
(11306	29	14249)	(11306	29	14249)	(11306	32	11306)
(11306	29	14249)	(7364	29	14249)	(11306	32	7364)
(11306	29	14249)	(7387	29	14249)	(11306	32	7387)
(11306	29	14249)	(6423	29	14249)	(11306	32	6423)
(11306	29	14249)	(2344	29	14249)	(11306	32	2344)
(11306	29	14249)	(6444	29	14249)	(11306	32	6444)
(11306	29	14249)	(543	29	14249)	(11306	32	543)
(11306	29	14249)	(560	29	14249)	(11306	32	560)
(11306	29	14249)	(11179	29	14249)	(11306	32	11179)
(11306	29	14249)	(11180	29	14249)	(11306	32	11180)
(11306	29	14249)	(974	29	14249)	(11306	32	974)
(11306	29	14249)	(11218	29	14249)	(11306	32	11218)
(11306	29	14249)	(11239	29	14249)	(11306	32	11239)
(3114	29	14292)	(3105	29	14292)	(3114	32	3105)
(3114	29	14292)	(3114	29	14292)	(3114	32	3114)
(3114	29	14292)	(3127	29	14292)	(3114	32	3127)
(3114	29	14292)	(3132	29	14292)	(3114	32	3132)
(3114	29	14292)	(4178	29	14292)	(3114	32	4178)
(3114	29	14292)	(1172	29	14292)	(3114	32	1172)
(3114	29	14292)	(7352	29	14292)	(3114	32	7352)
(3114	29	14292)	(6392	29	14292)	(3114	32	6392)
(3114	29	14292)	(7463	29	14292)	(3114	32	7463)
(3114	29	14292)	(8754	29	14292)	(3114	32	8754)
(3114	29	14292)	(3870	29	14292)	(3114	32	3870)
(5165	29	8441)	(5165	29	8441)	(5165	32	5165)
(5165	29	8441)	(4691	29	8441)	(5165	32	4691)
(3124	29	14292)	(3105	29	14292)	(3124	32	3105)
(3124	29	14292)	(3114	29	14292)	(3124	32	3114)
(3124	29	14292)	(3124	29	14292)	(3124	32	3124)
(3124	29	14292)	(3127	29	14292)	(3124	32	3127)
(3124	29	14292)	(3132	29	14292)	(3124	32	3132)
(3124	29	14292)	(4178	29	14292)	(3124	32	4178)
(3124	29	14292)	(1172	29	14292)	(3124	32	1172)
(3124	29	14292)	(7352	29	14292)	(3124	32	7352)
(3124	29	14292)	(6392	29	14292)	(3124	32	6392)
(3124	29	14292)	(7463	29	14292)	(3124	32	7463)
(3124	29	14292)	(8754	29	14292)	(3124	32	8754)
(3124	29	14292)	(3870	29	14292)	(3124	32	3870)
(9269	29	15427)	(9269	29	15427)	(9269	32	9269)
(9269	29	15427)	(2499	29	15427)	(9269	32	2499)
(11318	29	8424)	(11318	29	8424)	(11318	32	11318)
(11318	29	8424)	(11337	29	8424)	(11318	32	11337)
(11318	29	8424)	(11154	29	8424)	(11318	32	11154)
(11318	29	8424)	(11176	29	8424)	(11318	32	11176)
(9271	29	13024)	(9271	29	13024)	(9271	32	9271)
(3127	29	14292)	(3105	29	14292)	(3127	32	3105)
(3127	29	14292)	(3124	29	14292)	(3127	32	3124)
(3127	29	14292)	(3127	29	14292)	(3127	32	3127)
(3127	29	14292)	(3132	29	14292)	(3127	32	3132)
(3127	29	14292)	(4178	29	14292)	(3127	32	4178)
(3127	29	14292)	(1172	29	14292)	(3127	32	1172)
(3127	29	14292)	(7352	29	14292)	(3127	32	7352)
(3127	29	14292)	(6392	29	14292)	(3127	32	6392)
(3127	29	14292)	(7463	29	14292)	(3127	32	7463)
(3127	29	14292)	(8754	29	14292)	(3127	32	8754)
(3127	29	14292)	(3870	29	14292)	(3127	32	3870)
(4151	29	5554)	(4151	29	5554)	(4151	32	4151)
(3128	29	11605)	(3128	29	11605)	(3128	32	3128)
(3132	29	14292)	(3105	29	14292)	(3132	32	3105)
(3132	29	14292)	(3114	29	14292)	(3132	32	3114)
(3132	29	14292)	(3124	29	14292)	(3132	32	3124)
(3132	29	14292)	(3127	29	14292)	(3132	32	3127)
(3132	29	14292)	(3132	29	14292)	(3132	32	3132)
(3132	29	14292)	(4178	29	14292)	(3132	32	4178)
(3132	29	14292)	(1172	29	14292)	(3132	32	1172)
(3132	29	14292)	(7352	29	14292)	(3132	32	7352)
(3132	29	14292)	(6392	29	14292)	(3132	32	6392)
(3132	29	14292)	(7463	29	14292)	(3132	32	7463)
(3132	29	14292)	(8754	29	14292)	(3132	32	8754)
(9279	29	12965)	(9238	29	12965)	(9279	32	9238)
(9279	29	12965)	(9279	29	12965)	(9279	32	9279)
(9279	29	12965)	(9291	29	12965)	(9279	32	9291)
(9279	29	12965)	(9322	29	12965)	(9279	32	9322)
(9279	29	12965)	(9330	29	12965)	(9279	32	9330)
(9279	29	12965)	(9336	29	12965)	(9279	32	9336)
(9279	29	12965)	(3742	29	12965)	(9279	32	3742)
(9279	29	12965)	(6921	29	12965)	(9279	32	6921)
(9279	29	12965)	(2908	29	12965)	(9279	32	2908)
(9279	29	12965)	(4961	29	12965)	(9279	32	4961)
(4161	29	5577)	(4161	29	5577)	(4161	32	4161)
(4161	29	5577)	(3763	29	5577)	(4161	32	3763)
(4162	29	9499)	(4162	29	9499)	(4162	32	4162)
(4162	29	9499)	(12013	29	9499)	(4162	32	12013)
(11337	29	8424)	(11318	29	8424)	(11337	32	11318)
(11337	29	8424)	(11337	29	8424)	(11337	32	11337)
(11337	29	8424)	(11154	29	8424)	(11337	32	11154)
(11337	29	8424)	(11176	29	8424)	(11337	32	11176)
(9291	29	12965)	(9238	29	12965)	(9291	32	9238)
(9291	29	12965)	(9279	29	12965)	(9291	32	9279)
(9291	29	12965)	(9291	29	12965)	(9291	32	9291)
(9291	29	12965)	(9322	29	12965)	(9291	32	9322)
(9291	29	12965)	(9330	29	12965)	(9291	32	9330)
(9291	29	12965)	(9336	29	12965)	(9291	32	9336)
(9291	29	12965)	(6474	29	12965)	(9291	32	6474)
(9291	29	12965)	(3742	29	12965)	(9291	32	3742)
(9291	29	12965)	(2908	29	12965)	(9291	32	2908)
(9291	29	12965)	(4961	29	12965)	(9291	32	4961)
(4171	29	7747)	(4171	29	7747)	(4171	32	4171)
(9293	29	12914)	(9293	29	12914)	(9293	32	9293)
(9293	29	12914)	(7255	29	12914)	(9293	32	7255)
(4178	29	14292)	(3105	29	14292)	(4178	32	3105)
(4178	29	14292)	(3114	29	14292)	(4178	32	3114)
(4178	29	14292)	(3124	29	14292)	(4178	32	3124)
(4178	29	14292)	(3127	29	14292)	(4178	32	3127)
(4178	29	14292)	(3132	29	14292)	(4178	32	3132)
(4178	29	14292)	(4178	29	14292)	(4178	32	4178)
(4178	29	14292)	(1172	29	14292)	(4178	32	1172)
(4178	29	14292)	(6392	29	14292)	(4178	32	6392)
(4178	29	14292)	(7463	29	14292)	(4178	32	7463)
(4178	29	14292)	(8754	29	14292)	(4178	32	8754)
(4178	29	14292)	(3870	29	14292)	(4178	32	3870)
(11348	29	12587)	(11348	29	12587)	(11348	32	11348)
(11348	29	12587)	(11361	29	12587)	(11348	32	11361)
(11348	29	12587)	(3476	29	12587)	(11348	32	3476)
(11348	29	12587)	(1782	29	12587)	(11348	32	1782)
(4180	29	8275)	(4180	29	8275)	(4180	32	4180)
(7255	29	12914)	(7255	29	12914)	(7255	32	7255)
(11361	29	12587)	(11348	29	12587)	(11361	32	11348)
(11361	29	12587)	(11361	29	12587)	(11361	32	11361)
(11361	29	12587)	(3476	29	12587)	(11361	32	3476)
(11361	29	12587)	(1782	29	12587)	(11361	32	1782)
(11361	29	12587)	(7999	29	12587)	(11361	32	7999)
(11362	29	16001)	(11362	29	16001)	(11362	32	11362)
(11362	29	16001)	(8556	29	16001)	(11362	32	8556)
(9321	29	8421)	(9321	29	8421)	(9321	32	9321)
(9322	29	12965)	(9279	29	12965)	(9322	32	9279)
(9322	29	12965)	(9291	29	12965)	(9322	32	9291)
(9322	29	12965)	(9322	29	12965)	(9322	32	9322)
(9322	29	12965)	(9330	29	12965)	(9322	32	9330)
(9322	29	12965)	(9336	29	12965)	(9322	32	9336)
(9322	29	12965)	(6474	29	12965)	(9322	32	6474)
(9322	29	12965)	(3742	29	12965)	(9322	32	3742)
(9322	29	12965)	(6921	29	12965)	(9322	32	6921)
(9322	29	12965)	(2908	29	12965)	(9322	32	2908)
(9322	29	12965)	(4961	29	12965)	(9322	32	4961)
(9324	29	1874)	(9324	29	1874)	(9324	32	9324)
(9324	29	1874)	(5422	29	1874)	(9324	32	5422)
(9324	29	1874)	(4449	29	1874)	(9324	32	4449)
(9324	29	1874)	(10602	29	1874)	(9324	32	10602)
(9324	29	1874)	(8732	29	1874)	(9324	32	8732)
(9324	29	1874)	(7873	29	1874)	(9324	32	7873)
(9324	29	1874)	(7876	29	1874)	(9324	32	7876)
(9324	29	1874)	(9139	29	1874)	(9324	32	9139)
(9327	29	1874)	(9324	29	1874)	(9327	32	9324)
(9327	29	1874)	(9327	29	1874)	(9327	32	9327)
(9327	29	1874)	(5422	29	1874)	(9327	32	5422)
(9327	29	1874)	(4449	29	1874)	(9327	32	4449)
(9327	29	1874)	(10602	29	1874)	(9327	32	10602)
(9327	29	1874)	(8732	29	1874)	(9327	32	8732)
(9327	29	1874)	(7873	29	1874)	(9327	32	7873)
(9327	29	1874)	(7876	29	1874)	(9327	32	7876)
(9330	29	12965)	(9238	29	12965)	(9330	32	9238)
(9330	29	12965)	(9291	29	12965)	(9330	32	9291)
(9330	29	12965)	(9322	29	12965)	(9330	32	9322)
(9330	29	12965)	(9330	29	12965)	(9330	32	9330)
(9330	29	12965)	(9336	29	12965)	(9330	32	9336)
(9330	29	12965)	(6474	29	12965)	(9330	32	6474)
(9330	29	12965)	(3742	29	12965)	(9330	32	3742)
(9330	29	12965)	(6921	29	12965)	(9330	32	6921)
(9330	29	12965)	(2908	29	12965)	(9330	32	2908)
(9330	29	12965)	(4961	29	12965)	(9330	32	4961)
(9333	29	15320)	(9333	29	15320)	(9333	32	9333)
(9333	29	15320)	(3393	29	15320)	(9333	32	3393)
(9333	29	15320)	(4581	29	15320)	(9333	32	4581)
(9333	29	15320)	(605	29	15320)	(9333	32	605)
(9333	29	15320)	(609	29	15320)	(9333	32	609)
(9333	29	15320)	(611	29	15320)	(9333	32	611)
(9333	29	15320)	(619	29	15320)	(9333	32	619)
(9333	29	15320)	(622	29	15320)	(9333	32	622)
(9333	29	15320)	(633	29	15320)	(9333	32	633)
(9333	29	15320)	(636	29	15320)	(9333	32	636)
(6261	29	11605)	(3128	29	11605)	(6261	32	3128)
(6261	29	11605)	(6261	29	11605)	(6261	32	6261)
(4213	29	7920)	(4213	29	7920)	(4213	32	4213)
(4213	29	7920)	(4891	29	7920)	(4213	32	4891)
(9336	29	12965)	(9238	29	12965)	(9336	32	9238)
(9336	29	12965)	(9279	29	12965)	(9336	32	9279)
(9336	29	12965)	(9291	29	12965)	(9336	32	9291)
(9336	29	12965)	(9330	29	12965)	(9336	32	9330)
(9336	29	12965)	(9336	29	12965)	(9336	32	9336)
(9336	29	12965)	(6474	29	12965)	(9336	32	6474)
(9336	29	12965)	(3742	29	12965)	(9336	32	3742)
(9336	29	12965)	(6921	29	12965)	(9336	32	6921)
(9336	29	12965)	(2908	29	12965)	(9336	32	2908)
(9336	29	12965)	(4961	29	12965)	(9336	32	4961)
(6264	29	11638)	(6264	29	11638)	(6264	32	6264)
(6264	29	11638)	(2409	29	11638)	(6264	32	2409)
(6264	29	11638)	(13059	29	11638)	(6264	32	13059)
(6264	29	11638)	(13064	29	11638)	(6264	32	13064)
(7290	29	7217)	(7290	29	7217)	(7290	32	7290)
(7291	29	12988)	(7291	29	12988)	(7291	32	7291)
(6268	29	15217)	(6268	29	15217)	(6268	32	6268)
(6268	29	15217)	(9795	29	15217)	(6268	32	9795)
(6268	29	15217)	(9814	29	15217)	(6268	32	9814)
(4223	29	5828)	(4223	29	5828)	(4223	32	4223)
(4223	29	5828)	(4040	29	5828)	(4223	32	4040)
(7305	29	13016)	(7305	29	13016)	(7305	32	7305)
(7305	29	13016)	(7795	29	13016)	(7305	32	7795)
(1161	29	11494)	(1161	29	11494)	(1161	32	1161)
(7310	29	13019)	(7310	29	13019)	(7310	32	7310)
(7310	29	13019)	(1302	29	13019)	(7310	32	1302)
(7310	29	13019)	(492	29	13019)	(7310	32	492)
(11407	29	15186)	(11407	29	15186)	(11407	32	11407)
(11407	29	15186)	(10775	29	15186)	(11407	32	10775)
(11407	29	15186)	(4738	29	15186)	(11407	32	4738)
(7311	29	16655)	(7311	29	16655)	(7311	32	7311)
(9363	29	12920)	(9363	29	12920)	(9363	32	9363)
(1172	29	14292)	(3105	29	14292)	(1172	32	3105)
(1172	29	14292)	(3114	29	14292)	(1172	32	3114)
(1172	29	14292)	(3124	29	14292)	(1172	32	3124)
(1172	29	14292)	(3127	29	14292)	(1172	32	3127)
(1172	29	14292)	(3132	29	14292)	(1172	32	3132)
(1172	29	14292)	(4178	29	14292)	(1172	32	4178)
(1172	29	14292)	(1172	29	14292)	(1172	32	1172)
(1172	29	14292)	(7352	29	14292)	(1172	32	7352)
(1172	29	14292)	(6392	29	14292)	(1172	32	6392)
(1172	29	14292)	(7463	29	14292)	(1172	32	7463)
(1172	29	14292)	(8754	29	14292)	(1172	32	8754)
(1172	29	14292)	(3870	29	14292)	(1172	32	3870)
(6293	29	1581)	(6293	29	1581)	(6293	32	6293)
(6293	29	1581)	(9383	29	1581)	(6293	32	9383)
(6293	29	1581)	(9417	29	1581)	(6293	32	9417)
(6293	29	1581)	(9431	29	1581)	(6293	32	9431)
(6293	29	1581)	(9435	29	1581)	(6293	32	9435)
(6293	29	1581)	(8655	29	1581)	(6293	32	8655)
(6293	29	1581)	(9797	29	1581)	(6293	32	9797)
(6293	29	1581)	(9828	29	1581)	(6293	32	9828)
(6293	29	1581)	(9831	29	1581)	(6293	32	9831)
(6293	29	1581)	(3067	29	1581)	(6293	32	3067)
(7327	29	12993)	(7327	29	12993)	(7327	32	7327)
(7327	29	12993)	(7329	29	12993)	(7327	32	7329)
(5280	29	14513)	(5280	29	14513)	(5280	32	5280)
(5280	29	14513)	(507	29	14513)	(5280	32	507)
(5280	29	14513)	(9882	29	14513)	(5280	32	9882)
(5280	29	14513)	(13140	29	14513)	(5280	32	13140)
(5280	29	14513)	(13141	29	14513)	(5280	32	13141)
(5280	29	14513)	(13168	29	14513)	(5280	32	13168)
(5280	29	14513)	(13199	29	14513)	(5280	32	13199)
(5280	29	14513)	(10142	29	14513)	(5280	32	10142)
(7329	29	12993)	(7327	29	12993)	(7329	32	7327)
(7329	29	12993)	(7329	29	12993)	(7329	32	7329)
(7332	29	12988)	(7291	29	12988)	(7332	32	7291)
(7332	29	12988)	(7332	29	12988)	(7332	32	7332)
(9383	29	1581)	(6293	29	1581)	(9383	32	6293)
(9383	29	1581)	(9383	29	1581)	(9383	32	9383)
(9383	29	1581)	(9423	29	1581)	(9383	32	9423)
(9383	29	1581)	(9431	29	1581)	(9383	32	9431)
(9383	29	1581)	(9435	29	1581)	(9383	32	9435)
(9383	29	1581)	(8655	29	1581)	(9383	32	8655)
(9383	29	1581)	(9797	29	1581)	(9383	32	9797)
(9383	29	1581)	(9828	29	1581)	(9383	32	9828)
(9383	29	1581)	(9831	29	1581)	(9383	32	9831)
(9383	29	1581)	(3067	29	1581)	(9383	32	3067)
(9384	29	17123)	(9384	29	17123)	(9384	32	9384)
(9384	29	17123)	(7571	29	17123)	(9384	32	7571)
(9384	29	17123)	(7573	29	17123)	(9384	32	7573)
(9384	29	17123)	(3057	29	17123)	(9384	32	3057)
(6318	29	14825)	(6318	29	14825)	(6318	32	6318)
(6318	29	14825)	(9460	29	14825)	(6318	32	9460)
(6318	29	14825)	(8487	29	14825)	(6318	32	8487)
(5303	29	9036)	(5303	29	9036)	(5303	32	5303)
(5303	29	9036)	(4777	29	9036)	(5303	32	4777)
(5303	29	9036)	(1930	29	9036)	(5303	32	1930)
(7352	29	14292)	(3105	29	14292)	(7352	32	3105)
